locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
NWMN_RS04185,NC_009641.1,+,831501,832130,n.a,false,WP_000070826.1,"DUF4887 domain_containing protein","n.a"
NWMN_RS08320,NC_009641.1,-,1643692,1644375,n.a,false,WP_001802667.1,"hypothetical protein","n.a"
NWMN_RS00460,NC_009641.1,+,103052,104404,tet(38),false,WP_001100300.1,"tetracycline efflux MFS transporter Tet(38)","n.a"
NWMN_RS04785,NC_009641.1,+,945932,946447,n.a,false,WP_000695342.1,"YbhB/YbcL family Raf kinase inhibitor_like protein","n.a"
NWMN_RS10055,NC_009641.1,-,1968857,1970593,n.a,false,WP_000597238.1,"SAV1866 family putative multidrug efflux ABC transporter","n.a"
NWMN_RS08880,NC_009641.1,-,1750628,1753258,polA,false,WP_001038308.1,"DNA polymerase I","n.a"
NWMN_RS04535,NC_009641.1,+,890739,890849,n.a,false,WP_001790652.1,"hypothetical protein","n.a"
NWMN_RS08790,NC_009641.1,-,1734673,1735935,clpX,false,WP_000472302.1,"ATP_dependent Clp protease ATP_binding subunit ClpX","n.a"
NWMN_RS08350,NC_009641.1,-,1649412,1651244,dnaK,false,WP_000034716.1,"molecular chaperone DnaK","n.a"
NWMN_RS13805,NC_009641.1,-,2641826,2641927,n.a,false,WP_001790696.1,"hypothetical protein","n.a"
NWMN_RS04085,NC_009641.1,+,810478,810582,n.a,false,WP_001790092.1,"hypothetical protein","n.a"
NWMN_RS04415,NC_009641.1,+,869910,870935,n.a,false,WP_000571218.1,"methionine ABC transporter ATP_binding protein","n.a"
NWMN_RS06020,NC_009641.1,+,1170389,1170718,n.a,false,WP_000739209.1,"complement convertase inhibitor Ecb","n.a"
NWMN_RS01780,NC_009641.1,+,361736,363190,n.a,false,WP_000930256.1,"CHAP domain_containing protein","n.a"
NWMN_RS12655,NC_009641.1,+,2413575,2414189,ureG,false,WP_000002973.1,"urease accessory protein UreG","n.a"
NWMN_RS00265,NC_009641.1,+,57954,58721,n.a,false,WP_000826311.1,"tandem_type lipoprotein","n.a"
NWMN_RS13200,NC_009641.1,-,2519606,2520196,narJ,false,WP_001795300.1,"nitrate reductase molybdenum cofactor assembly chaperone","n.a"
NWMN_RS12100,NC_009641.1,-,2327232,2328233,n.a,false,WP_000781945.1,"zinc_binding alcohol dehydrogenase family protein","n.a"
NWMN_RS08125,NC_009641.1,-,1610250,1611596,n.a,false,WP_000019687.1,"aminomethyl_transferring glycine dehydrogenase subunit GcvPA","n.a"
NWMN_RS08115,NC_009641.1,+,1608034,1608420,n.a,false,WP_001276571.1,"rhodanese_like domain_containing protein","n.a"
NWMN_RS01620,NC_009641.1,+,336158,336352,n.a,false,WP_000132919.1,"hypothetical protein","n.a"
NWMN_RS04635,NC_009641.1,-,907574,907903,n.a,false,WP_011443624.1,"Na(+)/H(+) antiporter subunit C","n.a"
NWMN_RS09865,NC_009641.1,-,1952624,1953685,n.a,false,WP_000063582.1,"PTS transporter subunit IIC","n.a"
NWMN_RS10315,NC_009641.1,-,2010346,2010600,n.a,false,WP_000022735.1,"DUF3310 domain_containing protein","n.a"
NWMN_RS03670,NC_009641.1,+,728801,729196,n.a,false,WP_000733431.1,"hypothetical protein","n.a"
NWMN_RS15085,NC_009641.1,+,363960,364082,n.a,false,WP_000346420.1,"hypothetical protein","n.a"
NWMN_RS14410,NC_009641.1,+,2759123,2759686,n.a,false,WP_000198601.1,"GbsR/MarR family transcriptional regulator","n.a"
NWMN_RS12425,NC_009641.1,-,2374869,2375531,n.a,false,WP_000160212.1,"50S ribosomal protein L3","n.a"
NWMN_RS09780,NC_009641.1,-,1937045,1938241,n.a,false,WP_000238227.1,"exonuclease SbcCD subunit D","n.a"
NWMN_RS14205,NC_009641.1,+,2722428,2722658,n.a,false,WP_000697134.1,"DUF896 domain_containing protein","n.a"
NWMN_RS02250,NC_009641.1,-,446912,447013,n.a,false,WP_010956543.1,"hypothetical protein","n.a"
NWMN_RS06380,NC_009641.1,+,1238160,1240154,pknB,false,WP_000579564.1,"serine/threonine protein kinase Stk1","n.a"
NWMN_RS05570,NC_009641.1,+,1100392,1100571,n.a,false,WP_000337826.1,"hypothetical protein","n.a"
NWMN_RS12365,NC_009641.1,-,2369432,2369971,rplE,false,WP_001080824.1,"50S ribosomal protein L5","n.a"
NWMN_RS12690,NC_009641.1,+,2419713,2420516,n.a,false,WP_000717381.1,"CHAP domain_containing protein","n.a"
NWMN_RS13345,NC_009641.1,+,2547061,2547990,hlgA,false,WP_000594519.1,"bi_component gamma_hemolysin HlgAB subunit A","n.a"
NWMN_RS05285,NC_009641.1,-,1048393,1049793,n.a,false,WP_000921968.1,"ABC transporter ATP_binding protein","n.a"
NWMN_RS05995,NC_009641.1,+,1166954,1167769,sdhB,false,WP_000139712.1,"succinate dehydrogenase iron_sulfur subunit","n.a"
NWMN_RS10840,NC_009641.1,-,2095391,2095765,n.a,false,WP_000340977.1,"hypothetical protein","n.a"
NWMN_RS05510,NC_009641.1,+,1092186,1093223,n.a,false,WP_000733409.1,"CAP domain_containing protein","n.a"
NWMN_RS12535,NC_009641.1,-,2393772,2394794,moaA,false,WP_000230173.1,"GTP 3';8_cyclase MoaA","n.a"
NWMN_RS11520,NC_009641.1,+,2213035,2214519,cls,false,WP_000571549.1,"cardiolipin synthase","n.a"
NWMN_RS13145,NC_009641.1,-,2509881,2511158,n.a,false,WP_001173166.1,"cation:dicarboxylase symporter family transporter","n.a"
NWMN_RS05365,NC_009641.1,-,1062952,1063074,n.a,false,WP_001788599.1,"hypothetical protein","n.a"
NWMN_RS09635,NC_009641.1,-,1914593,1914736,n.a,false,WP_000416756.1,"gallidermin/nisin family lantibiotic","n.a"
NWMN_RS13830,NC_009641.1,-,2647126,2647818,n.a,false,WP_000289136.1,"GTP pyrophosphokinase family protein","n.a"
NWMN_RS12315,NC_009641.1,-,2364303,2364521,infA,false,WP_001118443.1,"translation initiation factor IF_1","n.a"
NWMN_RS06790,NC_009641.1,+,1332290,1333108,n.a,false,WP_001103743.1,"aquaporin family protein","n.a"
NWMN_RS01555,NC_009641.1,+,332129,332350,n.a,false,WP_001123684.1,"DUF3269 family protein","n.a"
NWMN_RS00430,NC_009641.1,+,97765,99195,n.a,false,WP_000834084.1,"lipopolysaccharide biosynthesis protein","n.a"
NWMN_RS02670,NC_009641.1,+,531166,532692,n.a,false,WP_000680733.1,"polysaccharide biosynthesis protein","n.a"
NWMN_RS05725,NC_009641.1,+,1114333,1114533,n.a,false,WP_001125015.1,"hypothetical protein","n.a"
NWMN_RS08340,NC_009641.1,-,1647195,1648133,n.a,false,WP_001104611.1,"50S ribosomal protein L11 methyltransferase","n.a"
NWMN_RS02605,NC_009641.1,+,519153,520046,rsmA,false,WP_000886498.1,"16S rRNA (adenine(1518)_N(6)/adenine(1519)_N(6))_dimethyltransferase RsmA","n.a"
NWMN_RS07845,NC_009641.1,-,1558145,1559524,n.a,false,WP_000902119.1,"ATP_dependent DNA helicase RecQ","n.a"
NWMN_RS01335,NC_009641.1,+,297061,297561,n.a,false,WP_000141942.1,"TIGR01741 family protein","n.a"
NWMN_RS00405,NC_009641.1,+,93353,93475,n.a,false,WP_001789407.1,"hypothetical protein","n.a"
NWMN_RS04090,NC_009641.1,+,810751,811861,n.a,false,WP_010956549.1,"peptide chain release factor 2","n.a"
NWMN_RS09850,NC_009641.1,-,1948916,1950058,queG,false,WP_001789049.1,"tRNA epoxyqueuosine(34) reductase QueG","n.a"
NWMN_RS10820,NC_009641.1,-,2093446,2093700,n.a,false,WP_000611512.1,"phage holin","n.a"
NWMN_RS09485,NC_009641.1,+,1885974,1886318,n.a,false,WP_000627551.1,"DUF3969 family protein","n.a"
NWMN_RS02110,NC_009641.1,+,420067,420822,n.a,false,WP_001289311.1,"NADPH_dependent oxidoreductase","n.a"
NWMN_RS14330,NC_009641.1,+,2741902,2742762,n.a,false,WP_000953568.1,"oxidoreductase","n.a"
NWMN_RS07435,NC_009641.1,-,1451380,1453266,n.a,false,WP_001283665.1,"nitric oxide reductase activation protein NorD","n.a"
NWMN_RS03390,NC_009641.1,+,674883,675308,n.a,false,WP_000661906.1,"monovalent cation/H+ antiporter subunit B","n.a"
NWMN_RS06410,NC_009641.1,+,1243951,1245597,n.a,false,WP_000623903.1,"DAK2 domain_containing protein","n.a"
NWMN_RS14710,NC_009641.1,-,2830532,2831194,n.a,false,WP_000659675.1,"capsular polysaccharide biosynthesis protein CapA","n.a"
NWMN_RS08250,NC_009641.1,-,1630489,1631166,n.a,false,WP_000624584.1,"tRNA (adenine_N(1))_methyltransferase","n.a"
NWMN_RS11645,NC_009641.1,-,2231645,2232097,n.a,false,WP_001801792.1,"ATP synthase","n.a"
NWMN_RS12540,NC_009641.1,-,2394814,2395413,mobA,false,WP_000643988.1,"molybdenum cofactor guanylyltransferase MobA","n.a"
NWMN_RS13105,NC_009641.1,-,2499628,2500905,n.a,false,WP_001020023.1,"YhgE/Pip domain_containing protein","n.a"
NWMN_RS02475,NC_009641.1,+,493809,495236,treB,false,WP_000279374.1,"PTS system trehalose_specific EIIBC component","n.a"
NWMN_RS09065,NC_009641.1,+,1793578,1794738,n.a,false,WP_000291415.1,"alanine__glyoxylate aminotransferase family protein","n.a"
NWMN_RS07715,NC_009641.1,-,1537034,1537351,n.a,false,WP_000839926.1,"nucleotide pyrophosphohydrolase","n.a"
NWMN_RS11505,NC_009641.1,-,2212090,2212227,n.a,false,WP_000828354.1,"hypothetical protein","n.a"
NWMN_RS06655,NC_009641.1,+,1299390,1300307,truB,false,WP_000282305.1,"tRNA pseudouridine(55) synthase TruB","n.a"
NWMN_RS03780,NC_009641.1,+,748429,749349,pfkB,false,WP_000640743.1,"1_phosphofructokinase","n.a"
NWMN_RS13455,NC_009641.1,+,2567111,2568520,n.a,false,WP_000101538.1,"amino acid permease","n.a"
NWMN_RS15000,NC_009641.1,-,1906213,1906911,n.a,false,WP_000586140.1,"hypothetical protein","n.a"
NWMN_RS07350,NC_009641.1,+,1438052,1439041,n.a,false,WP_000163531.1,"aspartate_semialdehyde dehydrogenase","n.a"
NWMN_RS11485,NC_009641.1,-,2205826,2207346,n.a,false,WP_001178942.1,"DEAD/DEAH box helicase","n.a"
NWMN_RS11660,NC_009641.1,-,2233973,2235211,n.a,false,WP_000120494.1,"serine hydroxymethyltransferase","n.a"
NWMN_RS02730,NC_009641.1,+,543010,543486,folK,false,WP_000613716.1,"2_amino_4_hydroxy_6_hydroxymethyldihydropteridine diphosphokinase","n.a"
NWMN_RS05050,NC_009641.1,+,1000114,1002078,n.a,false,WP_000870806.1,"bacteriocin_associated integral membrane family protein","n.a"
NWMN_RS14250,NC_009641.1,-,2728820,2730160,n.a,false,WP_000895195.1,"ferrous iron transporter B","n.a"
NWMN_RS13085,NC_009641.1,-,2497724,2498758,n.a,false,WP_000655971.1,"NAD(P)/FAD_dependent oxidoreductase","n.a"
NWMN_RS13185,NC_009641.1,-,2517406,2518440,n.a,false,WP_000606546.1,"sensor histidine kinase","n.a"
NWMN_RS10725,NC_009641.1,-,2079452,2080192,pmtD,false,WP_001221651.1,"phenol_soluble modulin export ABC transporter permease subunit PmtD","n.a"
NWMN_RS03760,NC_009641.1,+,744851,746017,norA,false,WP_001041272.1,"multidrug efflux MFS transporter NorA","n.a"
NWMN_RS03535,NC_009641.1,+,703638,704135,n.a,false,WP_001164085.1,"hypothetical protein","n.a"
NWMN_RS04560,NC_009641.1,+,893984,895159,dltD,false,WP_000769411.1,"D_alanyl_lipoteichoic acid biosynthesis protein DltD","n.a"
NWMN_RS10430,NC_009641.1,+,2023218,2024363,yfkAB,false,WP_001245442.1,"radical SAM/CxCxxxxC motif protein YfkAB","n.a"
NWMN_RS10710,NC_009641.1,-,2077561,2078118,n.a,false,WP_001033971.1,"DUF1700 domain_containing protein","n.a"
NWMN_RS11715,NC_009641.1,-,2244285,2245544,n.a,false,WP_000046602.1,"UDP_N_acetylglucosamine 1_carboxyvinyltransferase","n.a"
NWMN_RS07210,NC_009641.1,+,1410392,1411798,n.a,false,WP_000350978.1,"anthranilate synthase component I","n.a"
NWMN_RS05815,NC_009641.1,+,1124470,1124814,n.a,false,WP_000105584.1,"hypothetical protein","n.a"
NWMN_RS10220,NC_009641.1,-,2000407,2001381,n.a,false,WP_000438504.1,"phage major capsid protein","n.a"
NWMN_RS12285,NC_009641.1,-,2360606,2361415,n.a,false,WP_000389662.1,"energy_coupling factor transporter ATPase","n.a"
NWMN_RS10560,NC_009641.1,-,2044609,2046036,gatB,false,WP_000545370.1,"Asp_tRNA(Asn)/Glu_tRNA(Gln) amidotransferase subunit GatB","n.a"
NWMN_RS03575,NC_009641.1,+,710043,711083,n.a,false,WP_001061252.1,"sensor histidine kinase","n.a"
NWMN_RS11475,NC_009641.1,+,2202105,2204762,n.a,false,WP_000072279.1,"sensor histidine kinase KdpD","n.a"
NWMN_RS13595,NC_009641.1,+,2595142,2595891,n.a,false,WP_000072443.1,"hypothetical protein","n.a"
NWMN_RS06850,NC_009641.1,+,1345483,1345707,n.a,false,WP_001789892.1,"hypothetical protein","n.a"
NWMN_RS12225,NC_009641.1,-,2350913,2351095,n.a,false,WP_000655244.1,"hypothetical protein","n.a"
NWMN_RS13485,NC_009641.1,-,2574525,2575376,n.a,false,WP_000034507.1,"NAD(P)_dependent oxidoreductase","n.a"
NWMN_RS12765,NC_009641.1,+,2435325,2436017,n.a,false,WP_001030125.1,"YafY family transcriptional regulator","n.a"
NWMN_RS05420,NC_009641.1,+,1073032,1073841,n.a,false,WP_000872390.1,"ABC transporter permease","n.a"
NWMN_RS00890,NC_009641.1,+,208157,208912,pflA,false,WP_000911657.1,"pyruvate formate lyase_activating protein","n.a"
NWMN_RS07985,NC_009641.1,-,1584675,1585694,n.a,false,WP_000256338.1,"LacI family transcriptional regulator","n.a"
NWMN_RS01635,NC_009641.1,+,336765,337160,n.a,false,WP_031765538.1,"phage protein","n.a"
NWMN_RS14535,NC_009641.1,-,2780453,2783194,clfB,false,WP_000745871.1,"MSCRAMM family adhesin clumping factor ClfB","n.a"
NWMN_RS13770,NC_009641.1,-,2626263,2627456,n.a,false,WP_000966099.1,"MFS transporter","n.a"
NWMN_RS11325,NC_009641.1,+,2173328,2174332,ilvC,false,WP_000214557.1,"ketol_acid reductoisomerase","n.a"
NWMN_RS03795,NC_009641.1,+,751621,752802,nagA,false,WP_001292247.1,"N_acetylglucosamine_6_phosphate deacetylase","n.a"
NWMN_RS08570,NC_009641.1,-,1692463,1692609,n.a,false,WP_000009238.1,"hypothetical protein","n.a"
NWMN_RS14555,NC_009641.1,-,2786826,2787836,argF,false,WP_000136166.1,"ornithine carbamoyltransferase","n.a"
NWMN_RS04255,NC_009641.1,-,846639,846785,n.a,false,WP_001057759.1,"hypothetical protein","n.a"
NWMN_RS08585,NC_009641.1,+,1693438,1694712,n.a,false,WP_000102735.1,"replication_associated recombination protein A","n.a"
NWMN_RS04920,NC_009641.1,+,972423,973277,n.a,false,WP_000669939.1,"RluA family pseudouridine synthase","n.a"
NWMN_RS08135,NC_009641.1,-,1612866,1613390,n.a,false,WP_001015117.1,"shikimate kinase","n.a"
NWMN_RS05560,NC_009641.1,+,1098608,1098781,n.a,false,WP_000290472.1,"50S ribosomal protein L32","n.a"
NWMN_RS12430,NC_009641.1,-,2375559,2375867,rpsJ,false,WP_001118667.1,"30S ribosomal protein S10","n.a"
NWMN_RS06715,NC_009641.1,+,1314058,1314636,pgsA,false,WP_001025097.1,"CDP_diacylglycerol__glycerol_3_phosphate 3_phosphatidyltransferase","n.a"
NWMN_RS10290,NC_009641.1,-,2008764,2009048,n.a,false,WP_001105621.1,"hypothetical protein","n.a"
NWMN_RS12435,NC_009641.1,+,2376224,2376613,n.a,false,WP_000788443.1,"hypothetical protein","n.a"
NWMN_RS00065,NC_009641.1,+,17372,18310,n.a,false,WP_001791710.1,"YybS family protein","n.a"
NWMN_RS14610,NC_009641.1,+,2801862,2803721,n.a,false,WP_001125611.1,"amidase domain_containing protein","n.a"
NWMN_RS07850,NC_009641.1,-,1559514,1560467,n.a,false,WP_001163801.1,"hypothetical protein","n.a"
NWMN_RS00615,NC_009641.1,-,136102,136428,isdI,false,WP_000480603.1,"staphylobilin_forming heme oxygenase IsdI","n.a"
NWMN_RS08185,NC_009641.1,-,1618090,1619076,n.a,false,WP_000161314.1,"ROK family glucokinase","n.a"
NWMN_RS08475,NC_009641.1,-,1672086,1672838,pxpA,false,WP_001261795.1,"5_oxoprolinase subunit PxpA","n.a"
NWMN_RS06150,NC_009641.1,+,1188599,1188733,n.a,false,WP_000147103.1,"beta_class phenol_soluble modulin","n.a"
NWMN_RS14240,NC_009641.1,+,2726855,2727685,n.a,false,WP_000448905.1,"alpha/beta hydrolase","n.a"
NWMN_RS12305,NC_009641.1,-,2363770,2364135,rpsM,false,WP_000090796.1,"30S ribosomal protein S13","n.a"
NWMN_RS00995,NC_009641.1,+,231478,232413,n.a,false,WP_000823215.1,"nucleoside hydrolase","n.a"
NWMN_RS07565,NC_009641.1,+,1474342,1475046,n.a,false,WP_000282171.1,"queuosine precursor transporter","n.a"
NWMN_RS06470,NC_009641.1,+,1257890,1259257,n.a,false,WP_000863479.1,"signal recognition particle protein","n.a"
NWMN_RS06005,NC_009641.1,+,1168817,1169404,n.a,false,WP_000659317.1,"XTP/dITP diphosphatase","n.a"
NWMN_RS14470,NC_009641.1,-,2770401,2770898,n.a,false,WP_001065268.1,"glutathione peroxidase","n.a"
NWMN_RS08085,NC_009641.1,-,1603482,1603946,accB,false,WP_001009516.1,"acetyl_CoA carboxylase biotin carboxyl carrier protein","n.a"
NWMN_RS14280,NC_009641.1,+,2733965,2735029,n.a,false,WP_000277415.1,"quinone_dependent dihydroorotate dehydrogenase","n.a"
NWMN_RS06185,NC_009641.1,+,1193831,1196065,n.a,false,WP_001118663.1,"penicillin_binding protein","n.a"
NWMN_RS10150,NC_009641.1,-,1986836,1987213,n.a,false,WP_000406972.1,"DUF2977 domain_containing protein","n.a"
NWMN_RS07495,NC_009641.1,-,1464748,1465257,n.a,false,WP_000620194.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS14645,NC_009641.1,-,2813059,2814627,asp2,false,WP_001137477.1,"accessory Sec system protein Asp2","n.a"
NWMN_RS13375,NC_009641.1,-,2552810,2553817,n.a,false,WP_001046646.1,"biotin synthase BioB","n.a"
NWMN_RS09605,NC_009641.1,-,1906908,1907669,n.a,false,WP_000581552.1,"lantibiotic immunity ABC transporter MutE/EpiE family permease subunit","n.a"
NWMN_RS09550,NC_009641.1,-,1897366,1899105,n.a,false,WP_011443644.1,"type I restriction_modification system subunit M","n.a"
NWMN_RS06690,NC_009641.1,+,1309426,1310691,n.a,false,WP_000089941.1,"insulinase family protein","n.a"
NWMN_RS01830,NC_009641.1,+,371142,372167,n.a,false,WP_001060912.1,"aldehyde reductase","n.a"
NWMN_RS00340,NC_009641.1,+,79725,80705,sbnA,false,WP_000570808.1,"2;3_diaminopropionate biosynthesis protein SbnA","n.a"
NWMN_RS08805,NC_009641.1,-,1737550,1738479,n.a,false,WP_001280018.1,"hypothetical protein","n.a"
NWMN_RS12200,NC_009641.1,-,2346156,2346971,n.a,false,WP_000044363.1,"hydrolase","n.a"
NWMN_RS07790,NC_009641.1,-,1548891,1549889,n.a,false,WP_000161738.1,"NAD(P)H_dependent glycerol_3_phosphate dehydrogenase","n.a"
NWMN_RS00720,NC_009641.1,-,164102,164659,n.a,false,WP_000606890.1,"isochorismatase family protein","n.a"
NWMN_RS11010,NC_009641.1,-,2120345,2120962,n.a,false,WP_071621397.1,"MBL fold metallo_hydrolase","n.a"
NWMN_RS10550,NC_009641.1,-,2042893,2043840,n.a,false,WP_001231451.1,"diacylglycerol kinase","n.a"
NWMN_RS00670,NC_009641.1,+,145914,146939,n.a,false,WP_000706137.1,"NAD_dependent formate dehydrogenase","n.a"
NWMN_RS03565,NC_009641.1,+,708437,709360,n.a,false,WP_000802946.1,"NAD(P)_dependent oxidoreductase","n.a"
NWMN_RS12045,NC_009641.1,-,2315620,2316690,sfaC,false,WP_000951636.1,"staphyloferrin A biosynthesis protein SfaC","n.a"
NWMN_RS13420,NC_009641.1,-,2560683,2561069,n.a,false,WP_000779358.1,"GtrA family protein","n.a"
NWMN_RS12745,NC_009641.1,-,2429034,2429507,n.a,false,WP_000840811.1,"DUF1641 domain_containing protein","n.a"
NWMN_RS03640,NC_009641.1,+,724466,725332,n.a,false,WP_000687411.1,"LysR family transcriptional regulator","n.a"
NWMN_RS02560,NC_009641.1,+,512129,512932,n.a,false,WP_001134194.1,"stage 0 sporulation family protein","n.a"
NWMN_RS07580,NC_009641.1,+,1475587,1475988,n.a,false,WP_001062936.1,"ribonuclease HI family protein","n.a"
NWMN_RS12975,NC_009641.1,-,2476631,2477278,n.a,false,WP_000738247.1,"HlyD family secretion protein","n.a"
NWMN_RS06215,NC_009641.1,+,1203066,1203782,pgeF,false,WP_076035578.1,"peptidoglycan editing factor PgeF","n.a"
NWMN_RS03770,NC_009641.1,+,746936,747418,ybaK,false,WP_001107241.1,"Cys_tRNA(Pro) deacylase","n.a"
NWMN_RS11675,NC_009641.1,-,2236285,2237382,n.a,false,WP_011447046.1,"threonylcarbamoyl_AMP synthase","n.a"
NWMN_RS11500,NC_009641.1,+,2210624,2211826,n.a,false,WP_001109939.1,"rod shape_determining protein RodA","n.a"
NWMN_RS09570,NC_009641.1,-,1901029,1901748,splD,false,WP_001038704.1,"serine protease SplD","n.a"
NWMN_RS05265,NC_009641.1,+,1044001,1044567,purN,false,WP_000238664.1,"phosphoribosylglycinamide formyltransferase","n.a"
NWMN_RS03300,NC_009641.1,+,657833,658843,adhP,false,WP_001200748.1,"alcohol dehydrogenase AdhP","n.a"
NWMN_RS05250,NC_009641.1,+,1039325,1041514,purL,false,WP_000032727.1,"phosphoribosylformylglycinamidine synthase subunit PurL","n.a"
NWMN_RS14630,NC_009641.1,-,2808216,2809724,gtfA,false,WP_000158433.1,"accessory Sec system glycosyltransferase GtfA","n.a"
NWMN_RS10140,NC_009641.1,-,1986319,1986618,n.a,false,WP_000466787.1,"DUF2951 domain_containing protein","n.a"
NWMN_RS08355,NC_009641.1,-,1651313,1651939,grpE,false,WP_000182215.1,"nucleotide exchange factor GrpE","n.a"
NWMN_RS09115,NC_009641.1,-,1804219,1806906,harA,false,WP_001032773.1,"haptoglobin_binding heme uptake protein HarA","n.a"
NWMN_RS14405,NC_009641.1,+,2758939,2759034,n.a,false,WP_001789908.1,"hypothetical protein","n.a"
NWMN_RS12370,NC_009641.1,-,2369998,2370315,n.a,false,WP_000547687.1,"50S ribosomal protein L24","n.a"
NWMN_RS11340,NC_009641.1,+,2176954,2178324,leuC,false,WP_000531823.1,"3_isopropylmalate dehydratase large subunit","n.a"
NWMN_RS11195,NC_009641.1,+,2148782,2149408,n.a,false,WP_000522384.1,"nitroreductase family protein","n.a"
NWMN_RS04965,NC_009641.1,-,983659,984834,n.a,false,WP_000258650.1,"diglucosyl diacylglycerol synthase","n.a"
NWMN_RS05565,NC_009641.1,-,1098898,1100283,n.a,false,WP_000861313.1,"recombinase family protein","n.a"
NWMN_RS11080,NC_009641.1,-,2128031,2128204,n.a,false,WP_001801500.1,"hypothetical protein","n.a"
NWMN_RS03600,NC_009641.1,-,716820,717617,n.a,false,WP_000731644.1,"LysM peptidoglycan_binding domain_containing protein","n.a"
NWMN_RS10745,NC_009641.1,-,2082635,2083015,n.a,false,WP_000691584.1,"GntR family transcriptional regulator","n.a"
NWMN_RS05925,NC_009641.1,+,1150268,1150375,n.a,false,WP_001788617.1,"hypothetical protein","n.a"
NWMN_RS03085,NC_009641.1,+,620544,621191,n.a,false,WP_000667097.1,"HAD family hydrolase","n.a"
NWMN_RS07340,NC_009641.1,+,1434322,1435923,n.a,false,WP_000942300.1,"ATP_binding cassette domain_containing protein","n.a"
NWMN_RS06725,NC_009641.1,+,1316179,1317222,recA,false,WP_000368166.1,"recombinase RecA","n.a"
NWMN_RS08315,NC_009641.1,-,1642685,1643674,n.a,false,WP_000492114.1,"flotillin_like protein FloA","n.a"
NWMN_RS01530,NC_009641.1,+,328706,329377,n.a,false,WP_001199439.1,"hypothetical protein","n.a"
